level_0,molregno,stand_type,pchembl_value,stand_value,canonical_smiles,stand_inchi,chembl_id,tid,pref_name,index,scaffolds_murcko,scaffolds_generic,scaffolds_csk
112,307323,IC50,7.25,56.0,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@@H]4C[C@@H]43)cc2)cc1,ISNMOIVTZCAIGR-PFLPKTOKSA-N,CHEMBL181862,174,Estrogen receptor beta ,1,c1ccc(C2Sc3ccccc3OC2c2ccc(OCCN3CCC4CC43)cc2)cc1,CC1CCC(C2CC3CC(C)CCC3CC2C2CCC(CCCC3CCC4CC34)CC2)CC1,C1CCC(C2CC3CCCCC3CC2C2CCC(CCCC3CCC4CC34)CC2)CC1
113,301543,IC50,7.53,29.37,CCCN1CCN(c2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)CC1,WGTIVECTUKJFEB-UHFFFAOYSA-N,CHEMBL179518,174,Estrogen receptor beta ,1,O=C(c1ccc(N2CCNCC2)cc1)c1c(-c2ccccc2)sc2ccccc12,CCCC1CCC(C2CCC(C(C)C3C4CCC(C)CC4CC3C3CCC(C)CC3)CC2)CC1,C1CCC(C2CCC(CC3C4CCCCC4CC3C3CCCCC3)CC2)CC1
114,333870,IC50,7.92,11.9,Oc1ccc(-c2[nH]c3ccccc3c2-c2ccc(O)cc2)cc1,MGOARPQWMKCCSF-UHFFFAOYSA-N,CHEMBL200232,174,Estrogen receptor beta ,1,c1ccc(-c2[nH]c3ccccc3c2-c2ccccc2)cc1,CC1CCC(C2CC3CCCCC3C2C2CCC(C)CC2)CC1,C1CCC(C2CC3CCCCC3C2C2CCCCC2)CC1
115,354435,IC50,7.37,42.5,CCC12CCC(=O)C(C)=C1c1ccc3[nH]nc(Cl)c3c1C2,IJDXCHAXEHQCAZ-UHFFFAOYSA-N,CHEMBL211837,174,Estrogen receptor beta ,1,O=C1C=C2c3ccc4[nH]ncc4c3CC2CC1,CCC12CCC(C)C(C)C1C1CCC3CCC(C)C3C1C2,C1CCC2C(C1)CC1C3CCCC3CCC21
116,378693,IC50,8.02,9.6,Oc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,WLEXCTJQABXUGS-UHFFFAOYSA-N,CHEMBL226268,174,Estrogen receptor beta ,1,c1ccc(-c2sc3ccccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,CC1CCC(C2CC3CC(C)CCC3C2CC2CCC(CCCC3CCCCC3)CC2)CC1,C1CCC(CCCC2CCC(CC3C4CCCCC4CC3C3CCCCC3)CC2)CC1
117,343239,IC50,7.62,24.0,O=c1c2c(CO)cc(O)cc2ncn1-c1ccc(O)cc1,ZPKUQXYUNFFPKO-UHFFFAOYSA-N,CHEMBL380359,174,Estrogen receptor beta ,1,O=c1c2ccccc2ncn1-c1ccccc1,CCC1CC(C)CC2CCC(C3CCC(C)CC3)C(C)C12,C1CCC(C2CCC3CCCCC3C2)CC1
118,351036,IC50,7.89,13.0,CCCCC12CCC(=O)C(CC)=C1c1ccc(O)cc1C2,PTVKBLDWCYGFJC-UHFFFAOYSA-N,CHEMBL209803,174,Estrogen receptor beta ,1,O=C1C=C2c3ccccc3CC2CC1,CCCCC12CCC(C)C(CC)C1C1CCC(C)CC1C2,C1CCC2C(C1)CC1CCCCC12
119,304532,IC50,7.35,45.0,C[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,UZOOIPXOYYJULJ-RHLLTPQKSA-N,CHEMBL180300,174,Estrogen receptor beta ,1,c1ccc(C2Sc3ccccc3OC2c2ccc(OCCN3CCCC3)cc2)cc1,CC1CCC(C2CC3CC(C)CCC3CC2C2CCC(CCC(C)C3CCCC3)CC2)CC1,C1CCC(C2CC3CCCCC3CC2C2CCC(CCCC3CCCC3)CC2)CC1
120,1610212,IC50,8.27,5.4,OC[C@H]1CCC[C@@H](c2ccc(O)cc2)CC1,TYZPZHWTUNATHL-NWDGAFQWSA-N,CHEMBL3099433,174,Estrogen receptor beta ,1,c1ccc(C2CCCCCC2)cc1,CCC1CCCC(C2CCC(C)CC2)CC1,C1CCCC(C2CCCCC2)CC1
121,2482800,IC50,7.01,96.8,Oc1ccc(C(c2ccc(O)cc2)C(F)(F)F)cc1,KXBKTRIYEOEIHJ-UHFFFAOYSA-N,CHEMBL4646249,174,Estrogen receptor beta ,1,c1ccc(Cc2ccccc2)cc1,CC1CCC(C(C2CCC(C)CC2)C(C)(C)C)CC1,C1CCC(CC2CCCCC2)CC1
122,239864,IC50,8.23,5.9,CC1=C(c2ccc(O)cc2)C2(Cc3ccccc3C2)c2ccc(O)cc21,HXXGIDLDLCJJDB-UHFFFAOYSA-N,CHEMBL145576,174,Estrogen receptor beta ,1,C1=C(c2ccccc2)C2(Cc3ccccc3C2)c2ccccc21,CC1CCC(C2C(C)C3CC(C)CCC3C23CC2CCCCC2C3)CC1,C1CCC(C2CC3CCCCC3C23CC2CCCCC2C3)CC1
123,404423,IC50,7.08,83.0,CCN1CC(c2ccc(O)cc2)Cc2ccc(O)cc21,VUKNMDADKKJFMU-UHFFFAOYSA-N,CHEMBL239938,174,Estrogen receptor beta ,1,c1ccc(C2CNc3ccccc3C2)cc1,CCC1CC(C2CCC(C)CC2)CC2CCC(C)CC12,C1CCC(C2CCC3CCCCC3C2)CC1
124,126656,IC50,7.38,42.0,O=c1c2oc3ccc(O)cc3c2oc2cc(O)cc(O)c12,KELRLBNDSOSKDN-UHFFFAOYSA-N,CHEMBL311878,174,Estrogen receptor beta ,1,O=c1c2ccccc2oc2c1oc1ccccc12,CC1CC(C)C2C(C1)CC1C3CC(C)CCC3CC1C2C,C1CCC2CC3C(CC2C1)CC1CCCCC13
125,330366,IC50,7.36,44.0,C=Cc1cc(-c2ccc(O)c(F)c2)nc2ccc(O)cc12,ITPVBYCHHVQBJU-UHFFFAOYSA-N,CHEMBL197757,174,Estrogen receptor beta ,1,c1ccc(-c2ccc3ccccc3n2)cc1,CCC1CC(C2CCC(C)C(C)C2)CC2CCC(C)CC12,C1CCC(C2CCC3CCCCC3C2)CC1
126,615100,IC50,7.62,24.0,Oc1ccc2c(c1)OCCC1=C2[C@H](c2ccc(OCCN3CCCCC3)cc2)Oc2ccccc21,UHHJAEWQYDXZDY-PMERELPUSA-N,CHEMBL1087426,174,Estrogen receptor beta ,1,c1ccc2c(c1)OC(c1ccc(OCCN3CCCCC3)cc1)C1=C2CCOc2ccccc21,CC1CCC2C(CCCC3C4CCCCC4CC(C4CCC(CCCC5CCCCC5)CC4)C23)C1,C1CCC(CCCC2CCC(C3CC4CCCCC4C4CCCC5CCCCC5C34)CC2)CC1
127,338580,IC50,7.66,22.0,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C/F)C1CC[C@@H]2O,QNHUAOAFGVCXEA-ALBGZISYSA-N,CHEMBL202400,174,Estrogen receptor beta ,1,C1=C2CCCCC2C2CCC3CCCC3C2C1,CCCC12CCC(C)CC1CCC1C3CCC(C)C3(C)CCC12,C1CCC2C(C1)CCC1C3CCCC3CCC21
128,615242,IC50,7.87,13.4,Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CCCCCC3)cc1)C1=C2CCOc2cc(O)ccc21,BPBTXNNZEZVAIO-HKBQPEDESA-N,CHEMBL1086774,174,Estrogen receptor beta ,1,c1ccc2c(c1)OC(c1ccc(OCCN3CCCCCC3)cc1)C1=C2CCOc2ccccc21,CC1CCC2C(C1)CC(C1CCC(CCCC3CCCCCC3)CC1)C1C3CCC(C)CC3CCCC21,C1CCCC(CCCC2CCC(C3CC4CCCCC4C4CCCC5CCCCC5C34)CC2)CC1
129,138209,IC50,7.42,38.0,CC(C)C[C@H]1Sc2cc(O)ccc2O[C@H]1c1ccc(OCCN2CCCCC2)cc1,LFBWFMJHBAJPDC-RPBOFIJWSA-N,CHEMBL85650,174,Estrogen receptor beta ,1,c1ccc2c(c1)OC(c1ccc(OCCN3CCCCC3)cc1)CS2,CC(C)CC1CC2CC(C)CCC2CC1C1CCC(CCCC2CCCCC2)CC1,C1CCC(CCCC2CCC(C3CCC4CCCCC4C3)CC2)CC1
130,322904,IC50,8.26,5.5,CC#Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,PJDPJIQEDZWPOU-UHFFFAOYSA-N,CHEMBL192849,174,Estrogen receptor beta ,1,c1ccc(-c2ccc3ccccc3c2)cc1,CCCC1CC(C)CC2CCC(C3CCC(C)C(C)C3)CC12,C1CCC(C2CCC3CCCCC3C2)CC1
131,410175,IC50,7.03,94.0,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2ccccc12,APLJSSOXDWUNGV-GOSISDBHSA-N,CHEMBL391910,174,Estrogen receptor beta ,1,O=C(Cc1c(-c2ccccc2)[nH]c2ccccc12)NCCCc1ccccc1,CC1CCC(CCC(C)CC(C)CC2C3CCCCC3CC2C2CCCCC2)CC1,C(CCCC1C2CCCCC2CC1C1CCCCC1)CCC1CCCCC1
132,726686,IC50,7.5,31.7,C=CCn1c(SCC(=O)NC(=O)NCc2ccco2)nc2sc(CC)cc2c1=O,PKLHRLXSXUKYMP-UHFFFAOYSA-N,CHEMBL1302802,174,Estrogen receptor beta ,1,O=C(CSc1nc2sccc2c(=O)[nH]1)NC(=O)NCc1ccco1,CCCC1C(CCC(C)CC(C)CCC2CCCC2)CC2CC(CC)CC2C1C,C(CCCC1CCCC1)CCCC1CCC2CCCC2C1
133,393991,IC50,7.04,92.0,O=C1c2ccc(O)cc2C(=O)N1c1ccc(O)cc1[N+](=O)[O-],MMSSTKJVONRGPX-UHFFFAOYSA-N,CHEMBL394788,174,Estrogen receptor beta ,1,O=C1c2ccccc2C(=O)N1c1ccccc1,CC1CCC(C2C(C)C3CCC(C)CC3C2C)C(C(C)C)C1,C1CCC(C2CC3CCCCC3C2)CC1
134,150590,IC50,8.96,1.1,Oc1ccc2c(c1)S[C@@H](c1ccccc1O)[C@@H](c1ccc(OCCN3CCCCC3)cc1)O2,KGLHEVXFWIJETJ-SXOMAYOGSA-N,CHEMBL91758,174,Estrogen receptor beta ,1,c1ccc(C2Sc3ccccc3OC2c2ccc(OCCN3CCCCC3)cc2)cc1,CC1CCC2CC(C3CCC(CCCC4CCCCC4)CC3)C(C3CCCCC3C)CC2C1,C1CCC(CCCC2CCC(C3CC4CCCCC4CC3C3CCCCC3)CC2)CC1
135,322995,IC50,7.96,11.0,Oc1ccc2cc(-c3ccc(O)c(Cl)c3)ccc2c1,UVRXGDFVCKYIGU-UHFFFAOYSA-N,CHEMBL365999,174,Estrogen receptor beta ,1,c1ccc(-c2ccc3ccccc3c2)cc1,CC1CCC2CC(C3CCC(C)C(C)C3)CCC2C1,C1CCC(C2CCC3CCCCC3C2)CC1
136,313461,IC50,7.23,59.0,COc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,RJJQKEPGOIGNSZ-UHFFFAOYSA-N,CHEMBL188792,174,Estrogen receptor beta ,1,c1ccc(-c2nc3ccccc3o2)cc1,CCC1CC(C)CC2CC(C3CCC(C)CC3)CC12,C1CCC(C2CC3CCCCC3C2)CC1
137,313778,IC50,8.82,1.5,Oc1ccc2c(-c3cccc4c(O)cccc34)noc2c1,UYBIVRLEZVLKDU-UHFFFAOYSA-N,CHEMBL188051,174,Estrogen receptor beta ,1,c1ccc2c(-c3noc4ccccc34)cccc2c1,CC1CCC2C(CCC2C2CCCC3C(C)CCCC32)C1,C1CCC2C(C1)CCCC2C1CCC2CCCCC21
138,341863,IC50,7.09,82.0,Cc1c(O)ccc2c1oc(=O)c1c(O)c(O)ccc12,BTSYWVDWGBDSAM-UHFFFAOYSA-N,CHEMBL204819,174,Estrogen receptor beta ,1,O=c1oc2ccccc2c2ccccc12,CC1CCC2C(CC(C)C3C(C)C(C)CCC23)C1C,C1CCC2C(C1)CCC1CCCCC12
139,338586,IC50,7.08,83.0,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C\Cl)C1CC[C@@H]2O,PHKKCWVLOCDAJQ-ZIQYJYPFSA-N,CHEMBL201569,174,Estrogen receptor beta ,1,C1=C2CCCCC2C2CCC3CCCC3C2C1,CCCC12CCC(C)CC1CCC1C3CCC(C)C3(C)CCC12,C1CCC2C(C1)CCC1C3CCCC3CCC21
140,323055,IC50,8.0,10.0,Cc1cc(O)ccc1-c1ccc2cc(O)ccc2c1,YIKDKHNOMWERET-UHFFFAOYSA-N,CHEMBL195389,174,Estrogen receptor beta ,1,c1ccc(-c2ccc3ccccc3c2)cc1,CC1CCC(C2CCC3CC(C)CCC3C2)C(C)C1,C1CCC(C2CCC3CCCCC3C2)CC1
141,304718,IC50,7.01,97.0,CC[C@@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,NWKCPPJDKLUHDY-MXSCXNJPSA-N,CHEMBL183092,174,Estrogen receptor beta ,1,c1ccc(C2Sc3ccccc3OC2c2ccc(OCCN3CCCC3)cc2)cc1,CCC(CC1CCCC1)CC1CCC(C2CC3CCC(C)CC3CC2C2CCC(C)CC2)CC1,C1CCC(C2CC3CCCCC3CC2C2CCC(CCCC3CCCC3)CC2)CC1
142,127140,IC50,7.36,44.0,O=c1c2cc(O)ccc2oc2c1oc1ccc(O)cc12,SDWOHEDVWORTJF-UHFFFAOYSA-N,CHEMBL78413,174,Estrogen receptor beta ,1,O=c1c2ccccc2oc2c1oc1ccccc12,CC1CCC2CC3C4CC(C)CCC4CC3C(C)C2C1,C1CCC2CC3C(CC2C1)CC1CCCCC13
143,326024,IC50,7.27,53.9,Oc1ccc2c(c1)sc1c3ccccc3n(Cc3ccc(OCCN4CCCC4)cc3)c21,KGZXOXJAAXTRSE-UHFFFAOYSA-N,CHEMBL371308,174,Estrogen receptor beta ,1,c1ccc2c(c1)sc1c3ccccc3n(Cc3ccc(OCCN4CCCC4)cc3)c21,CC1CCC2C(C1)CC1C3CCCCC3C(CC3CCC(CCCC4CCCC4)CC3)C21,C1CCC(CCCC2CCC(CC3C4CCCCC4C4CC5CCCCC5C34)CC2)C1
144,615138,IC50,7.2,63.0,Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CCCCC3)cc1)C1=C2CCOc2ccccc21,IRZRURKICLRQNH-PMERELPUSA-N,CHEMBL1086652,174,Estrogen receptor beta ,1,c1ccc2c(c1)OC(c1ccc(OCCN3CCCCC3)cc1)C1=C2CCOc2ccccc21,CC1CCC2C(C1)CC(C1CCC(CCCC3CCCCC3)CC1)C1C3CCCCC3CCCC21,C1CCC(CCCC2CCC(C3CC4CCCCC4C4CCCC5CCCCC5C34)CC2)CC1
145,615075,IC50,7.55,28.0,CCN(CC)CCOc1ccc([C@@H]2Oc3ccccc3C3=C2c2ccc(O)cc2OCC3)cc1,KOJRQQVBJKHPBA-LJAQVGFWSA-N,CHEMBL1084129,174,Estrogen receptor beta ,1,c1ccc(C2Oc3ccccc3C3=C2c2ccccc2OCC3)cc1,CCC(CC)CCCC1CCC(C2CC3CCCCC3C3CCCC4CC(C)CCC4C23)CC1,C1CCC(C2CC3CCCCC3C3CCCC4CCCCC4C23)CC1
146,322996,IC50,7.5,32.0,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)cc1Cl,FWRUMAVROMTQMY-UHFFFAOYSA-N,CHEMBL426085,174,Estrogen receptor beta ,1,c1ccc(-c2ccc3ccccc3c2)cc1,CC1CCC(C2CCC3C(CCC(C)C3C)C2)CC1C,C1CCC(C2CCC3CCCCC3C2)CC1
147,357173,IC50,8.13,7.4,CCCCC12CCC(=O)C(c3ccco3)=C1c1ccc3[nH]nnc3c1C2,AYXPBYVGQSZELF-UHFFFAOYSA-N,CHEMBL214200,174,Estrogen receptor beta ,1,O=C1CCC2Cc3c(ccc4[nH]nnc34)C2=C1c1ccco1,CCCCC12CCC(C)C(C3CCCC3)C1C1CCC3CCCC3C1C2,C1CCC(C2CCCC3CC4C5CCCC5CCC4C32)C1
148,1733129,IC50,8.22,6.0,Cc1ccccc1N=C(c1ccc(O)cc1)c1ccc(O)cc1,NPBTTYXOISVXOO-UHFFFAOYSA-N,CHEMBL3234614,174,Estrogen receptor beta ,1,c1ccc(N=C(c2ccccc2)c2ccccc2)cc1,CC1CCC(C(CC2CCCCC2C)C2CCC(C)CC2)CC1,C1CCC(CC(C2CCCCC2)C2CCCCC2)CC1
149,342013,IC50,7.11,77.0,COc1cc2c(=O)oc3c(C)c(O)ccc3c2cc1Br,FXBMDSKREWJJLA-UHFFFAOYSA-N,CHEMBL438443,174,Estrogen receptor beta ,1,O=c1oc2ccccc2c2ccccc12,CCC1CC2C(C)CC3C(C)C(C)CCC3C2CC1C,C1CCC2C(C1)CCC1CCCCC12
150,304459,IC50,7.06,87.0,C[C@@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,CTKCIBJHOHRDAM-BLIZRMSTSA-N,CHEMBL183584,174,Estrogen receptor beta ,1,c1ccc(C2Sc3ccccc3OC2c2ccc(OCCN3CCCC3)cc2)cc1,CC1CCC(C2CC3CC(C)CCC3CC2C2CCC(CCCC3CCC(C)C3)CC2)CC1,C1CCC(C2CC3CCCCC3CC2C2CCC(CCCC3CCCC3)CC2)CC1
151,394997,IC50,8.09,8.05,Cc1c(/C=N/O)c2ccccc2n1-c1ccc(O)c(F)c1,GTJKIXUWJLVLLU-GIJQJNRQSA-N,CHEMBL232023,174,Estrogen receptor beta ,1,c1ccc(-n2ccc3ccccc32)cc1,CCCC1C(C)C(C2CCC(C)C(C)C2)C2CCCCC21,C1CCC(C2CCC3CCCCC32)CC1
152,304719,IC50,7.68,21.0,C[C@@H]1CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,WLGDFYOOSGHIPS-BLIZRMSTSA-N,CHEMBL183489,174,Estrogen receptor beta ,1,c1ccc(C2Sc3ccccc3OC2c2ccc(OCCN3CCCC3)cc2)cc1,CC1CCC(C2CC3CC(C)CCC3CC2C2CCC(CCCC3CCCC3C)CC2)CC1,C1CCC(C2CC3CCCCC3CC2C2CCC(CCCC3CCCC3)CC2)CC1
153,341903,IC50,7.17,67.0,Cc1c(O)ccc2c1c(=O)oc1cc(O)cc(C)c12,YZOSKIJCUGFIRZ-UHFFFAOYSA-N,CHEMBL206120,174,Estrogen receptor beta ,1,O=c1oc2ccccc2c2ccccc12,CC1CC(C)C2C(C1)CC(C)C1C(C)C(C)CCC21,C1CCC2C(C1)CCC1CCCCC12
154,351035,IC50,8.74,1.8,CCCCC12CCC(=O)C(Br)=C1c1ccc(O)cc1C2,FTEBGBCQCYMDPH-UHFFFAOYSA-N,CHEMBL209851,174,Estrogen receptor beta ,1,O=C1C=C2c3ccccc3CC2CC1,CCCCC12CCC(C)C(C)C1C1CCC(C)CC1C2,C1CCC2C(C1)CC1CCCCC12
155,615215,IC50,7.7,20.0,CC(C)N(CCOc1ccc([C@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1)C(C)C,IBWJCHNKSFDWMJ-WJOKGBTCSA-N,CHEMBL1085669,174,Estrogen receptor beta ,1,c1ccc(C2Oc3ccccc3C3=C2c2ccccc2OCC3)cc1,CC1CCC2C(C1)CC(C1CCC(CCCC(C(C)C)C(C)C)CC1)C1C3CCC(C)CC3CCCC21,C1CCC(C2CC3CCCCC3C3CCCC4CCCCC4C23)CC1
156,615243,IC50,7.85,14.0,Oc1ccc2c(c1)O[C@H](c1ccc(OCCN3CCCC3)cc1)C1=C2CCOc2cc(O)ccc21,OKLGGBGAMNAZTC-GDLZYMKVSA-N,CHEMBL1086775,174,Estrogen receptor beta ,1,c1ccc2c(c1)OC(c1ccc(OCCN3CCCC3)cc1)C1=C2CCOc2ccccc21,CC1CCC2C(C1)CC(C1CCC(CCCC3CCCC3)CC1)C1C3CCC(C)CC3CCCC21,C1CCC(CCCC2CCC(C3CC4CCCCC4C4CCCC5CCCCC5C34)CC2)C1
157,52511,IC50,7.25,56.0,CC/C(=C(\c1ccccc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1,HJQQVNIORAQATK-DDJBQNAASA-N,CHEMBL33899,174,Estrogen receptor beta ,1,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,CCC(C1CCCCC1)C(C1CCCCC1)C1CCC(CCC(C)C)CC1,C1CCC(CC(C2CCCCC2)C2CCCCC2)CC1
158,312905,IC50,8.51,3.1,CCCc1cc(-c2noc3cc(O)ccc23)c(CCC)cc1O,DCCRIEGRCJIZOG-UHFFFAOYSA-N,CHEMBL189200,174,Estrogen receptor beta ,1,c1ccc(-c2noc3ccccc23)cc1,CCCC1CC(C2CCC3CC(C)CCC32)C(CCC)CC1C,C1CCC(C2CCC3CCCCC32)CC1
159,318791,IC50,8.0,10.0,O=C1C(c2ccc(O)cc2)=C(c2ccccc2)c2cc(O)ccc21,OQCZSUMEBSHKBI-UHFFFAOYSA-N,CHEMBL373095,174,Estrogen receptor beta ,1,O=C1C(c2ccccc2)=C(c2ccccc2)c2ccccc21,CC1CCC(C2C(C)C3CCC(C)CC3C2C2CCCCC2)CC1,C1CCC(C2CC3CCCCC3C2C2CCCCC2)CC1
160,615128,IC50,7.52,30.0,CN(C)CCOc1ccc([C@@H]2Oc3cc(O)ccc3C3=C2c2ccccc2OCC3)cc1,WPJLHHRTPCVRPU-MHZLTWQESA-N,CHEMBL1087919,174,Estrogen receptor beta ,1,c1ccc(C2Oc3ccccc3C3=C2c2ccccc2OCC3)cc1,CC(C)CCCC1CCC(C2CC3CC(C)CCC3C3CCCC4CCCCC4C23)CC1,C1CCC(C2CC3CCCCC3C3CCCC4CCCCC4C23)CC1
161,755353,IC50,7.1,79.31,CN1CCN(c2ccc(NC(=O)c3cccc(OCc4ccccc4)c3)cc2)CC1,MVANGJDUHJVWID-UHFFFAOYSA-N,CHEMBL1331469,174,Estrogen receptor beta ,1,O=C(Nc1ccc(N2CCNCC2)cc1)c1cccc(OCc2ccccc2)c1,CC1CCC(C2CCC(CC(C)C3CCCC(CCC4CCCCC4)C3)CC2)CC1,C1CCC(CCC2CCCC(CCC3CCC(C4CCCCC4)CC3)C2)CC1
162,323015,IC50,8.7,2.0,Oc1ccc(-c2ccc3cc(O)ccc3c2)c(F)c1,MAFQDFZNSVYFEW-UHFFFAOYSA-N,CHEMBL195878,174,Estrogen receptor beta ,1,c1ccc(-c2ccc3ccccc3c2)cc1,CC1CCC(C2CCC3CC(C)CCC3C2)C(C)C1,C1CCC(C2CCC3CCCCC3C2)CC1
163,615139,IC50,7.0,99.0,COc1ccc2c(c1)OCCC1=C2[C@@H](c2ccc(OCCN3CCCCC3)cc2)Oc2cc(O)ccc21,BHYFKQDXXVAJEL-WJOKGBTCSA-N,CHEMBL1088343,174,Estrogen receptor beta ,1,c1ccc2c(c1)OC(c1ccc(OCCN3CCCCC3)cc1)C1=C2CCOc2ccccc21,CCC1CCC2C(CCCC3C4CCC(C)CC4CC(C4CCC(CCCC5CCCCC5)CC4)C23)C1,C1CCC(CCCC2CCC(C3CC4CCCCC4C4CCCC5CCCCC5C34)CC2)CC1
164,615264,IC50,7.96,11.0,Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CCOCC3)cc1)C1=C2CCOc2cc(O)ccc21,AXQBEPVIJABGNW-LJAQVGFWSA-N,CHEMBL1087812,174,Estrogen receptor beta ,1,c1ccc2c(c1)OC(c1ccc(OCCN3CCOCC3)cc1)C1=C2CCOc2ccccc21,CC1CCC2C(C1)CC(C1CCC(CCCC3CCCCC3)CC1)C1C3CCC(C)CC3CCCC21,C1CCC(CCCC2CCC(C3CC4CCCCC4C4CCCC5CCCCC5C34)CC2)CC1
165,150754,IC50,7.18,65.3,Oc1cccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCOCC3)cc2)c1,YHGHMFOYFUPMEB-IZZNHLLZSA-N,CHEMBL92027,174,Estrogen receptor beta ,1,c1ccc(C2Sc3ccccc3OC2c2ccc(OCCN3CCOCC3)cc2)cc1,CC1CCC2CC(C3CCC(CCCC4CCCCC4)CC3)C(C3CCCC(C)C3)CC2C1,C1CCC(CCCC2CCC(C3CC4CCCCC4CC3C3CCCCC3)CC2)CC1
166,149897,IC50,7.65,22.2,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(OCCN2CCCC2)cc1,HMBSMLATJKWAHH-UHFFFAOYSA-N,CHEMBL316080,174,Estrogen receptor beta ,1,c1ccc(N2CCc3ccccc3C2c2ccc(OCCN3CCCC3)cc2)cc1,CC1CCC2C(CCC(C3CCCCC3)C2C2CCC(CCCC3CCCC3)CC2)C1,C1CCC(C2CCC3CCCCC3C2C2CCC(CCCC3CCCC3)CC2)CC1
167,313642,IC50,8.49,3.2,Oc1cc(/C=C\F)c2oc(-c3ccc(O)c(F)c3)nc2c1,GORQLKWDZKXABD-ARJAWSKDSA-N,CHEMBL186643,174,Estrogen receptor beta ,1,c1ccc(-c2nc3ccccc3o2)cc1,CCCC1CC(C)CC2CC(C3CCC(C)C(C)C3)CC21,C1CCC(C2CC3CCCCC3C2)CC1
168,307334,IC50,7.14,73.0,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CC3CO4)cc2)cc1,OYAILXOXIFBWFX-ARSTWGPPSA-N,CHEMBL434525,174,Estrogen receptor beta ,1,c1ccc(C2Sc3ccccc3OC2c2ccc(OCCN3CC4CC3CO4)cc2)cc1,CC1CCC(C2CC3CC(C)CCC3CC2C2CCC(CCCC3CC4CCC3C4)CC2)CC1,C1CCC(C2CC3CCCCC3CC2C2CCC(CCCC3CC4CCC3C4)CC2)CC1
169,137607,IC50,7.55,28.0,Oc1ccc2c(c1)S[C@H](C1CCCCCC1)[C@H](c1ccc(OCCN3CCCCC3)cc1)O2,KBVQEEKNQSIIOL-WUFINQPMSA-N,CHEMBL316132,174,Estrogen receptor beta ,1,c1ccc2c(c1)OC(c1ccc(OCCN3CCCCC3)cc1)C(C1CCCCCC1)S2,CC1CCC2CC(C3CCC(CCCC4CCCCC4)CC3)C(C3CCCCCC3)CC2C1,C1CCC(CCCC2CCC(C3CC4CCCCC4CC3C3CCCCCC3)CC2)CC1
170,413661,IC50,8.03,9.4,CC1=CC2=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1,LLIQXGDINDAREL-RABCQHRBSA-N,CHEMBL250110,174,Estrogen receptor beta ,1,C1=CC2=CCC3C4CCCC4CCC3C2CC1,CC1CCC2(C)C(CCC3C4CCC(C)C4(C)CCC32)C1,C1CCC2C(C1)CCC1C3CCCC3CCC21
171,356711,IC50,7.55,28.0,CC[C@@]12CCC(=O)C(C)=C1c1ccc(O)cc1C2,HDCICPRPCFHBGD-INIZCTEOSA-N,CHEMBL212456,174,Estrogen receptor beta ,1,O=C1C=C2c3ccccc3CC2CC1,CCC12CCC(C)C(C)C1C1CCC(C)CC1C2,C1CCC2C(C1)CC1CCCCC12
172,323224,IC50,8.4,4.0,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)cc1F,HZPYQCSGTTZVLW-UHFFFAOYSA-N,CHEMBL191808,174,Estrogen receptor beta ,1,c1ccc(-c2ccc3ccccc3c2)cc1,CC1CCC(C2CCC3C(CCC(C)C3C)C2)CC1C,C1CCC(C2CCC3CCCCC3C2)CC1
